Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji,model_persona,model,persona_id,traits,openness,conscientiousness,extraversion,agreeableness,neuroticism,risk_mean_cards,risk_std_cards,sycophancy_rate
meta-llama_llama-3-8b-instruct_p30.txt,1,531,56.78,12.9,83.74,86.55,18.96,19.77,94.54,76.46,59.51,16.57,11.86,9.04,1.32,0.0,0.38,1.13,4.71,15.25,8.1,0.75,14.69,8.47,3.01,8.29,0.75,20.15,6.59,3.77,10.36,4.52,4.9,0.94,23.92,0.75,10.17,4.14,1.32,1.69,0.94,0.0,2.45,0.19,7.53,6.03,1.51,2.07,1.32,0.75,0.19,0.19,0.0,0.0,9.98,6.4,3.2,0.0,0.0,0.19,1.51,5.08,0.0,0.0,0.38,0.0,0.38,0.0,0.0,0.38,6.4,0.0,0.0,6.4,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.38,0.0,1.32,0.19,0.0,0.0,0.38,0.0,0.19,4.71,7.53,0.75,1.13,4.33,0.56,0.38,0.56,4.52,12.43,0.38,1.32,0.0,0.0,0.0,0.0,0.0,11.11,5.27,5.08,0.0,0.0,0.19,0.56,0.0,meta-llama_llama-3-8b-instruct_p30,meta-llama_llama-3-8b-instruct,p30,O-C-E-A+N-,2.5,3.5555555555555554,2.375,3.4444444444444446,2.125,18.37037037037037,4.627999713084182,0.3076923076923077
meta-llama_llama-3-8b-instruct_p31.txt,1,813,73.28,1.0,99.0,28.44,16.59,13.78,94.71,74.91,59.29,17.59,14.64,14.27,0.0,0.0,0.0,0.37,2.95,17.59,9.96,0.62,16.61,6.77,2.58,6.89,1.11,17.59,5.29,4.55,2.21,0.98,0.98,0.25,23.86,0.98,11.93,3.69,0.86,3.57,1.11,0.25,2.34,0.25,4.43,2.46,1.85,2.09,0.74,1.23,0.74,0.12,0.0,0.0,3.94,2.46,0.37,0.0,0.0,0.12,1.11,1.48,0.0,0.12,0.0,0.0,0.37,0.0,0.0,0.37,4.8,0.0,0.98,3.32,0.37,0.12,3.08,0.25,0.0,0.0,0.0,0.0,0.0,0.49,0.12,1.11,0.25,1.48,0.25,0.0,0.37,0.0,0.37,0.12,5.41,14.88,1.11,3.08,7.75,0.86,0.62,2.09,6.4,10.33,0.37,1.97,0.0,0.0,0.0,0.0,0.0,15.38,5.66,5.9,0.37,0.0,2.95,0.49,0.0,meta-llama_llama-3-8b-instruct_p31,meta-llama_llama-3-8b-instruct,p31,O-C-E-A-N+,2.3,3.6666666666666665,1.75,2.4444444444444446,4.25,19.0,5.091750772173156,0.38461538461538464
meta-llama_llama-3-8b-instruct_p32.txt,1,610,85.47,3.38,99.0,61.49,16.05,19.84,92.62,69.02,54.75,16.23,13.61,12.13,0.98,0.0,0.16,0.33,2.62,18.69,10.82,1.31,16.39,5.08,2.13,5.9,0.49,13.77,4.1,3.93,4.92,2.62,1.97,0.33,25.25,0.49,15.57,6.07,0.49,3.28,3.11,0.82,2.46,0.0,3.93,3.28,0.66,1.64,1.15,0.49,0.0,0.33,0.0,0.0,6.39,3.28,1.15,0.33,0.16,0.0,1.64,3.61,0.0,0.0,0.33,0.0,0.16,0.0,0.0,0.16,5.08,0.16,0.49,3.93,0.49,0.0,2.46,0.16,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.49,0.0,0.66,0.0,0.16,0.0,0.16,0.49,0.82,4.59,11.97,1.8,1.64,6.07,0.82,0.82,1.64,6.89,8.2,0.33,0.98,0.0,0.0,0.0,0.0,0.0,16.39,6.23,6.23,0.0,0.0,2.95,0.98,0.0,meta-llama_llama-3-8b-instruct_p32,meta-llama_llama-3-8b-instruct,p32,O-C-E-A-N-,2.5,3.6666666666666665,2.0,2.7777777777777777,1.75,19.0,5.091750772173156,0.33653846153846156
meta-llama_llama-3-8b-instruct_p1.txt,1,733,92.95,23.45,96.09,63.19,22.21,17.46,90.31,70.53,55.93,13.1,9.96,7.91,0.82,0.0,1.09,0.14,3.14,18.28,13.23,0.41,16.92,4.09,1.91,8.05,0.14,13.64,4.91,3.0,4.5,2.59,1.09,0.82,17.19,0.55,8.87,5.59,0.14,0.82,1.77,0.14,0.95,0.14,5.87,4.23,1.5,1.36,0.95,0.27,0.14,0.0,0.0,0.0,9.55,4.09,0.82,0.27,0.0,0.14,1.91,5.05,0.0,0.14,1.23,0.14,0.0,0.0,0.0,0.0,5.05,0.95,0.55,1.23,2.46,0.0,1.64,0.14,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.27,0.0,0.82,0.0,0.14,0.0,0.27,0.55,1.64,3.55,14.32,0.27,2.46,9.0,1.09,0.27,1.77,3.82,8.73,0.68,0.14,0.0,0.0,0.0,0.0,0.0,12.14,4.5,6.82,0.0,0.0,0.27,0.55,0.0,meta-llama_llama-3-8b-instruct_p1,meta-llama_llama-3-8b-instruct,p1,O+C+E+A+N+,4.1,4.111111111111111,4.0,3.7777777777777777,3.625,22.074074074074073,6.440185906713528,0.3557692307692308
meta-llama_llama-3-8b-instruct_p2.txt,1,558,87.98,10.58,96.51,80.44,18.6,19.71,88.17,70.79,54.84,15.23,12.19,10.39,0.0,0.36,1.25,0.0,3.05,17.92,11.65,0.54,15.59,4.12,2.69,6.09,0.18,13.44,6.09,3.05,3.41,2.15,0.0,1.25,15.59,0.36,8.06,3.58,0.54,0.9,1.79,0.36,0.72,0.72,4.66,4.3,0.36,1.43,1.43,0.0,0.0,0.0,0.0,0.0,6.81,2.33,0.36,0.18,0.0,0.0,1.08,4.3,0.36,0.54,0.0,1.43,0.0,0.0,0.0,0.0,4.48,0.18,0.18,1.79,2.33,0.0,1.61,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.9,0.18,1.08,0.0,0.18,0.0,1.08,0.36,0.9,5.02,14.52,0.54,2.51,8.96,2.15,0.36,1.08,4.12,8.96,0.18,0.18,0.18,0.0,0.0,0.18,0.0,15.05,5.2,6.99,0.18,0.0,0.72,1.97,0.0,meta-llama_llama-3-8b-instruct_p2,meta-llama_llama-3-8b-instruct,p2,O+C+E+A+N-,4.0,4.0,4.0,3.0,2.375,25.48148148148148,5.730815793328596,0.375
meta-llama_llama-3-8b-instruct_p3.txt,1,780,43.5,21.41,88.07,64.68,14.72,17.69,92.56,74.1,58.46,19.62,16.79,11.54,2.69,1.03,1.54,0.0,2.82,13.59,6.41,0.77,15.38,7.44,2.82,9.36,1.28,18.85,4.74,2.18,10.38,5.51,4.23,1.03,21.67,1.03,11.41,5.9,0.38,2.31,0.38,0.64,2.05,0.38,7.56,5.13,2.31,3.97,1.92,1.79,0.77,0.9,0.13,0.0,12.82,6.28,1.79,0.0,0.51,0.0,3.08,7.56,0.13,0.0,1.54,0.0,0.0,0.0,0.0,0.0,3.08,0.38,0.0,2.44,0.13,0.13,1.54,0.26,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,1.67,0.0,0.0,0.0,0.26,0.26,0.26,3.46,9.49,0.64,1.28,4.1,0.77,0.26,2.69,3.59,10.64,1.15,1.54,0.13,0.13,0.0,0.0,0.0,19.87,6.41,7.95,0.26,0.13,3.33,1.79,0.0,meta-llama_llama-3-8b-instruct_p3,meta-llama_llama-3-8b-instruct,p3,O+C+E+A-N+,4.5,4.555555555555555,4.5,3.111111111111111,3.75,20.51851851851852,5.398013148683575,0.41346153846153844
mistralai_mistral-7b-instruct-v0.1_p5.txt,1,586,78.9,4.81,99.0,80.23,20.93,23.38,88.91,67.92,50.68,14.68,10.41,9.56,0.34,0.0,0.0,0.34,4.27,16.72,10.24,0.34,12.63,3.58,3.24,7.0,0.34,11.6,9.04,2.56,3.58,2.56,0.51,0.51,21.5,0.85,11.43,5.97,0.51,0.85,1.37,0.0,1.88,0.17,7.51,5.63,1.71,2.22,1.37,0.68,0.68,0.0,0.0,0.0,6.31,2.9,0.68,0.0,0.0,0.0,0.51,2.05,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.17,0.34,2.05,0.34,0.0,1.37,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.85,0.17,0.0,0.51,0.0,0.34,0.34,0.85,3.75,16.89,0.68,2.22,8.19,2.56,2.39,1.37,5.12,10.07,0.34,0.17,0.0,0.0,0.0,0.0,0.0,12.29,4.78,7.17,0.0,0.0,0.0,0.34,0.0,mistralai_mistral-7b-instruct-v0.1_p5,mistralai_mistral-7b-instruct-v0.1,p5,O+C+E-A+N+,4.3,4.777777777777778,1.75,4.555555555555555,3.5,22.22222222222222,3.3591592128513272,0.0
mistralai_mistral-7b-instruct-v0.1_p6.txt,1,506,77.21,82.62,88.38,63.82,21.08,21.15,88.34,69.76,55.73,14.03,11.26,4.35,5.93,0.0,0.59,0.2,2.77,16.8,11.26,0.59,13.44,6.32,2.77,8.1,0.2,14.23,6.13,2.77,10.28,7.51,2.96,0.0,20.36,0.4,11.26,4.94,0.79,2.96,0.59,0.0,1.19,0.59,4.94,3.75,0.99,1.38,0.99,0.2,0.2,0.0,0.0,0.0,11.26,2.17,0.59,0.2,0.0,0.0,0.79,7.71,0.0,0.4,0.59,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.4,2.77,0.59,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.79,0.0,0.4,0.0,0.0,0.2,1.58,5.93,17.19,0.79,3.36,9.88,1.78,0.99,0.99,4.55,6.32,0.99,0.0,0.0,0.0,0.0,0.0,0.0,13.44,4.74,8.5,0.0,0.0,0.2,0.0,0.0,mistralai_mistral-7b-instruct-v0.1_p6,mistralai_mistral-7b-instruct-v0.1,p6,O+C+E-A+N-,4.1,4.555555555555555,1.75,4.777777777777778,1.625,26.296296296296298,3.639442517492814,0.0
mistralai_mistral-7b-instruct-v0.1_p7.txt,1,697,82.36,1.0,99.0,53.59,18.84,20.23,92.54,71.45,55.52,15.06,11.76,11.33,0.29,0.0,0.0,0.14,3.3,17.65,10.19,1.29,15.21,5.16,2.01,6.31,1.15,13.63,6.89,3.87,4.88,0.72,2.58,1.87,25.68,1.0,15.21,6.74,0.43,1.87,1.72,0.43,3.59,0.43,6.31,4.16,2.01,1.72,0.86,0.72,0.43,0.0,0.14,0.0,3.3,1.72,0.29,0.0,0.14,0.29,0.0,1.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,3.16,0.0,0.29,2.01,0.86,0.0,0.43,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.72,0.29,0.0,0.43,0.0,0.57,0.43,1.58,7.03,14.92,0.86,2.3,8.18,2.3,0.72,1.15,4.73,7.75,1.58,0.86,0.14,0.0,0.14,0.0,0.0,11.91,5.31,5.88,0.0,0.0,0.0,0.72,0.0,mistralai_mistral-7b-instruct-v0.1_p7,mistralai_mistral-7b-instruct-v0.1,p7,O+C+E-A-N+,4.4,4.555555555555555,1.5,3.2222222222222223,3.625,25.77777777777778,3.046957600178242,0.0
mistralai_mistral-7b-instruct-v0.1_p8.txt,1,602,92.91,5.47,98.53,74.64,16.72,22.92,88.87,67.28,51.5,9.97,7.64,7.14,0.33,0.0,0.0,0.0,2.33,16.78,11.79,0.33,15.95,2.99,2.66,8.47,0.83,10.63,8.97,3.32,4.49,1.33,1.99,1.66,22.92,0.33,13.62,6.98,0.83,1.33,0.5,0.5,2.82,0.17,6.48,4.82,1.33,1.83,1.16,0.33,0.17,0.0,0.0,0.0,4.15,2.16,0.17,0.33,0.0,0.17,0.33,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,0.33,0.0,2.66,0.66,0.33,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.33,0.0,0.5,0.0,0.33,0.33,1.83,3.82,14.29,1.5,1.83,7.14,1.99,1.33,1.0,5.65,7.14,0.5,0.33,0.0,0.0,0.0,0.0,0.0,13.12,5.98,6.15,0.0,0.0,0.17,0.83,0.0,mistralai_mistral-7b-instruct-v0.1_p8,mistralai_mistral-7b-instruct-v0.1,p8,O+C+E-A-N-,4.6,5.0,1.5,3.5555555555555554,2.0,25.333333333333332,5.069882020688815,0.0
mistralai_mistral-7b-instruct-v0.1_p9.txt,1,541,83.53,88.94,14.89,74.97,18.66,20.89,87.99,70.06,55.08,13.49,10.54,0.0,0.0,0.0,7.95,2.59,2.96,19.59,11.09,1.11,15.53,4.81,3.33,8.5,0.18,13.68,4.99,3.88,4.99,2.22,2.4,0.37,18.67,0.74,9.06,3.88,0.55,1.29,0.92,0.0,2.22,0.0,4.07,3.7,0.18,1.11,0.74,0.18,0.18,0.0,0.0,0.0,15.9,3.33,1.29,0.0,0.0,0.0,1.11,12.2,0.0,0.37,7.95,0.37,0.0,0.0,0.0,0.0,3.14,1.66,0.18,0.92,0.0,0.37,2.96,0.37,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.37,0.18,0.37,0.0,0.18,0.0,0.18,0.0,1.48,3.33,14.23,0.74,2.03,8.69,1.85,0.74,0.92,4.81,10.35,0.37,1.29,0.0,0.0,0.0,0.0,0.0,13.12,5.36,6.65,0.0,0.0,0.55,0.55,0.0,mistralai_mistral-7b-instruct-v0.1_p9,mistralai_mistral-7b-instruct-v0.1,p9,O+C-E+A+N+,4.7,2.7777777777777777,4.75,4.888888888888889,4.0,23.85185185185185,7.896101727850943,0.0
mistralai_mistral-7b-instruct-v0.1_p10.txt,1,610,90.18,89.05,18.98,88.6,17.43,19.67,87.54,68.85,53.61,11.64,9.18,0.0,0.0,0.0,8.52,0.49,2.46,20.0,11.64,0.98,15.25,4.59,2.46,7.05,0.66,12.46,7.21,4.1,1.31,0.49,0.33,0.49,18.85,0.98,7.38,4.26,0.16,0.66,1.64,0.0,0.98,0.0,5.57,5.08,0.33,1.64,1.48,0.0,0.0,0.0,0.0,0.0,16.07,2.95,0.82,0.16,0.0,0.0,0.66,11.48,0.0,0.0,8.03,1.8,0.0,0.0,0.0,0.0,3.61,0.16,0.0,1.97,1.48,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.66,0.0,0.82,0.0,3.77,4.26,16.39,0.98,2.95,8.85,2.62,0.33,0.98,5.41,9.51,0.33,0.16,0.0,0.0,0.0,0.0,0.0,12.79,5.74,6.23,0.0,0.0,0.66,0.16,0.0,mistralai_mistral-7b-instruct-v0.1_p10,mistralai_mistral-7b-instruct-v0.1,p10,O+C-E+A+N-,4.7,3.7777777777777777,4.5,4.555555555555555,1.75,26.925925925925927,7.2312384366612035,0.0
mistralai_mistral-7b-instruct-v0.1_p11.txt,1,499,95.34,5.73,97.18,81.21,19.19,21.24,87.58,68.54,52.51,12.22,9.42,8.82,0.2,0.0,0.0,0.4,2.81,19.64,14.43,0.4,15.63,3.61,1.8,6.01,0.8,12.22,6.61,2.81,2.4,1.8,0.2,0.4,19.04,0.4,9.02,3.21,0.4,1.2,0.8,0.0,2.0,0.4,7.41,5.61,1.6,3.01,2.0,0.8,0.4,0.0,0.2,0.0,4.81,1.8,0.2,0.2,0.0,0.0,0.6,2.61,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.6,0.6,0.6,0.4,0.0,3.01,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.2,0.0,0.2,0.4,0.0,0.2,2.61,3.61,15.63,0.4,4.01,6.81,2.4,0.6,1.8,5.01,8.22,0.0,0.6,0.0,0.0,0.0,0.0,0.0,15.43,5.21,9.22,0.0,0.0,0.8,0.2,0.0,mistralai_mistral-7b-instruct-v0.1_p11,mistralai_mistral-7b-instruct-v0.1,p11,O+C-E+A-N+,4.7,2.3333333333333335,5.0,2.0,4.375,15.592592592592593,0.49135182079339257,0.0
mistralai_mistral-7b-instruct-v0.1_p12.txt,1,693,86.49,94.69,5.36,89.8,23.9,15.87,89.03,68.83,56.13,12.99,10.1,0.14,0.14,0.29,6.35,0.29,2.89,19.19,12.12,0.72,15.15,6.93,2.16,6.78,0.43,13.56,6.06,3.75,3.32,1.88,0.43,1.3,16.74,0.29,8.95,2.6,0.87,2.31,1.01,0.14,1.44,0.14,6.64,5.63,0.72,3.17,2.45,0.43,0.14,0.14,0.0,0.0,17.75,2.74,0.43,0.0,0.29,0.29,0.72,14.0,0.0,0.43,0.0,8.23,0.0,0.0,0.0,0.0,3.61,2.74,0.29,0.0,0.29,0.29,2.31,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.43,0.0,0.14,0.0,0.43,0.0,0.14,0.29,1.01,4.47,13.13,0.72,2.16,7.5,1.88,1.73,0.14,4.04,8.08,0.14,0.0,0.14,0.0,0.0,0.14,0.0,12.55,4.04,7.22,0.14,0.0,0.29,0.87,0.0,mistralai_mistral-7b-instruct-v0.1_p12,mistralai_mistral-7b-instruct-v0.1,p12,O+C-E+A-N-,4.7,3.4444444444444446,5.0,2.888888888888889,1.5,21.296296296296298,8.635906158097583,0.0
mistralai_mistral-7b-instruct-v0.1_p13.txt,1,598,87.31,91.3,2.93,51.09,19.93,15.05,88.8,69.23,55.02,11.71,10.37,0.0,0.0,0.0,9.7,0.67,1.34,19.9,11.87,0.84,15.05,5.35,3.85,7.19,0.33,13.38,7.02,3.34,1.51,0.67,0.33,0.5,21.57,0.67,12.37,5.52,0.67,2.51,1.67,0.17,1.67,0.17,7.86,4.68,2.68,3.18,1.51,1.17,1.0,0.0,0.17,0.0,14.88,1.84,0.5,0.0,0.0,0.33,0.84,12.71,0.0,0.0,10.54,0.0,0.0,0.0,0.0,0.0,2.17,1.0,0.5,0.33,0.5,0.17,2.84,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.33,0.0,0.0,0.33,0.0,0.0,0.17,1.67,4.52,12.54,0.5,0.67,7.36,1.84,1.17,1.51,4.68,7.53,0.5,0.84,0.0,0.0,0.0,0.0,0.0,12.88,5.02,7.02,0.0,0.0,0.5,0.33,0.0,mistralai_mistral-7b-instruct-v0.1_p13,mistralai_mistral-7b-instruct-v0.1,p13,O+C-E-A+N+,4.6,3.3333333333333335,2.125,4.666666666666667,3.5,17.62962962962963,7.703525638967732,0.0
mistralai_mistral-7b-instruct-v0.1_p14.txt,1,539,85.83,81.43,34.71,72.54,22.46,20.04,86.09,67.35,51.02,11.5,7.79,0.0,0.0,0.0,3.9,3.71,3.71,17.81,10.95,0.37,13.73,4.82,2.04,7.98,0.74,13.17,7.61,3.15,2.6,1.48,0.37,0.74,18.55,0.93,8.91,3.71,0.19,1.3,2.04,0.37,1.86,0.19,5.38,4.27,0.93,2.6,1.86,0.56,0.0,0.0,0.37,0.0,14.29,3.34,0.74,0.19,0.0,0.19,1.67,10.2,0.0,0.0,4.27,0.0,0.0,0.0,0.0,0.0,2.23,0.56,0.19,0.19,1.3,0.19,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.37,0.0,0.37,0.0,0.74,0.56,2.6,3.9,15.58,1.67,2.6,8.53,2.04,0.74,0.37,4.45,8.53,0.74,0.19,0.0,0.0,0.0,0.0,0.0,15.21,4.45,10.02,0.0,0.0,0.37,0.37,0.0,mistralai_mistral-7b-instruct-v0.1_p14,mistralai_mistral-7b-instruct-v0.1,p14,O+C-E-A+N-,4.5,3.888888888888889,2.375,4.555555555555555,2.0,23.703703703703702,6.005027614669998,0.0
mistralai_mistral-7b-instruct-v0.1_p15.txt,1,607,97.79,3.89,99.0,50.58,20.93,16.8,88.14,70.18,55.52,12.19,9.39,9.06,0.0,0.0,0.0,0.33,2.8,21.91,15.82,0.49,17.96,2.97,3.29,4.78,0.49,12.19,5.44,2.47,0.66,0.16,0.16,0.33,16.8,0.49,8.73,4.45,0.49,0.49,0.82,0.0,0.99,0.99,4.61,3.13,1.15,1.65,0.99,0.33,0.33,0.0,0.0,0.0,2.64,1.65,0.49,0.0,0.0,0.0,0.66,0.49,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,1.32,0.99,0.0,0.16,0.0,0.16,2.14,0.33,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.33,0.66,3.46,21.58,0.66,1.98,10.71,2.14,4.12,2.14,4.78,8.24,0.66,0.0,0.0,0.0,0.0,0.0,0.0,14.83,4.78,8.9,0.0,0.0,0.49,0.66,0.0,mistralai_mistral-7b-instruct-v0.1_p15,mistralai_mistral-7b-instruct-v0.1,p15,O+C-E-A-N+,4.7,2.0,2.0,2.4444444444444446,4.75,16.88888888888889,4.565030796483142,0.0
mistralai_mistral-7b-instruct-v0.1_p16.txt,1,699,80.94,90.67,27.82,69.74,16.26,16.6,88.13,71.53,58.51,12.59,10.73,0.0,0.0,0.0,6.87,1.72,1.86,17.45,11.59,1.14,15.88,9.01,3.58,5.72,1.57,16.31,6.15,3.43,4.15,0.72,1.43,2.15,26.47,1.43,12.16,6.58,1.0,0.86,2.0,0.14,2.15,0.0,6.01,4.58,1.43,2.15,0.86,1.29,0.14,0.29,0.57,0.0,14.74,0.57,0.29,0.0,0.0,0.0,0.14,14.16,0.0,0.29,0.0,8.73,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.14,0.14,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.43,0.0,0.43,0.29,0.14,0.14,2.58,4.15,11.87,0.86,2.58,6.29,1.29,0.72,1.0,5.01,11.02,0.72,0.14,0.0,0.0,0.0,0.0,0.0,14.31,6.15,8.15,0.0,0.0,0.0,0.0,0.0,mistralai_mistral-7b-instruct-v0.1_p16,mistralai_mistral-7b-instruct-v0.1,p16,O+C-E-A-N-,4.7,3.4444444444444446,2.25,2.4444444444444446,1.625,21.40740740740741,5.58608893366011,0.0
mistralai_mistral-7b-instruct-v0.1_p17.txt,1,622,48.05,2.34,97.65,75.31,15.17,16.88,93.41,75.24,58.84,20.74,14.95,12.86,0.8,0.0,1.29,0.0,5.79,16.4,8.2,0.8,13.67,7.4,2.89,6.43,1.61,18.33,4.18,4.02,5.47,2.89,1.61,0.96,22.51,0.96,11.58,4.02,1.29,2.73,0.32,0.32,1.77,0.48,6.27,4.82,1.29,2.89,2.25,0.48,0.32,0.0,0.16,0.0,9.32,4.98,1.29,0.64,0.0,0.0,1.29,3.86,0.48,0.32,1.77,0.0,0.0,0.0,0.0,0.0,4.98,2.09,2.57,1.93,0.48,0.0,0.64,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.13,0.16,0.32,0.0,0.0,0.0,0.16,6.59,11.58,0.96,2.41,6.75,0.64,0.16,1.29,5.31,10.61,1.13,0.48,0.0,0.0,0.0,0.0,0.0,14.15,7.07,5.63,0.0,0.0,1.29,0.16,0.0,mistralai_mistral-7b-instruct-v0.1_p17,mistralai_mistral-7b-instruct-v0.1,p17,O-C+E+A+N+,2.1,4.111111111111111,4.125,4.444444444444445,3.5,20.62962962962963,4.723057297259495,0.0
mistralai_mistral-7b-instruct-v0.1_p18.txt,1,740,67.22,5.56,98.74,96.19,20.56,17.16,92.43,72.97,57.84,15.95,12.57,11.08,0.27,0.0,0.0,1.22,3.38,16.49,9.46,0.68,14.19,6.08,3.24,8.65,0.41,14.59,6.76,3.24,6.35,3.38,2.57,0.81,20.0,1.89,8.65,3.78,0.68,0.95,0.68,0.0,2.16,0.27,7.3,6.62,0.54,1.89,1.49,0.27,0.14,0.0,0.0,0.0,8.65,3.51,1.22,0.14,0.14,0.14,0.27,4.46,1.08,0.41,0.0,0.14,0.0,0.0,0.0,0.0,3.65,0.68,0.54,2.3,0.14,0.41,1.62,0.27,0.0,0.27,0.0,0.0,0.0,0.68,0.0,0.27,0.14,0.95,0.0,0.68,0.0,0.41,0.0,0.95,6.49,11.62,0.81,2.3,6.49,0.68,0.81,0.54,5.68,9.05,0.54,0.27,0.0,0.0,0.0,0.0,0.0,11.89,4.86,6.76,0.0,0.0,0.0,0.27,0.0,mistralai_mistral-7b-instruct-v0.1_p18,mistralai_mistral-7b-instruct-v0.1,p18,O-C+E+A+N-,2.4,4.333333333333333,3.875,4.222222222222222,1.5,13.555555555555555,11.422308689685686,0.0
mistralai_mistral-7b-instruct-v0.1_p19.txt,1,568,73.06,1.41,99.0,94.32,16.71,17.61,91.9,70.25,55.28,15.49,13.03,12.68,0.18,0.0,0.0,0.18,2.46,16.37,10.04,0.0,13.91,7.04,2.29,7.04,0.53,14.79,5.99,3.17,4.4,1.23,2.99,0.53,23.59,1.06,7.92,2.82,0.7,1.23,0.53,0.7,1.76,0.18,6.69,6.16,0.53,2.11,1.58,0.53,0.35,0.0,0.0,0.0,7.39,4.75,1.41,0.0,0.0,0.35,1.23,1.76,0.35,0.18,0.0,0.0,0.18,0.0,0.0,0.18,5.28,0.35,1.94,1.94,0.88,0.18,2.29,0.18,0.0,0.18,0.0,0.0,0.0,1.23,0.0,0.53,0.18,1.23,0.0,0.18,0.0,0.35,0.0,0.0,4.05,11.44,0.18,1.58,6.87,1.23,1.06,0.7,7.22,11.8,0.0,1.58,0.0,0.0,0.0,0.0,0.0,13.03,5.99,5.63,0.0,0.0,0.35,1.06,0.0,mistralai_mistral-7b-instruct-v0.1_p19,mistralai_mistral-7b-instruct-v0.1,p19,O-C+E+A-N+,1.9,4.333333333333333,4.375,3.7777777777777777,3.75,26.48148148148148,3.573258398575507,0.0
mistralai_mistral-7b-instruct-v0.1_p20.txt,1,612,84.03,33.58,90.44,71.51,18.55,23.04,90.52,69.44,56.05,15.85,12.42,7.35,1.14,0.16,0.0,3.59,3.43,19.93,10.62,0.16,16.01,4.25,2.78,6.37,0.82,11.27,5.07,3.76,6.37,3.76,1.63,0.98,21.08,2.45,9.8,2.12,0.82,1.14,1.14,0.0,2.45,0.82,4.58,3.92,0.65,1.47,1.31,0.16,0.0,0.0,0.0,0.0,13.07,3.59,0.82,0.0,0.16,0.16,0.98,8.17,1.14,0.0,0.16,0.0,0.49,0.16,0.0,0.33,2.45,0.16,0.82,1.47,0.33,0.0,1.63,0.16,0.16,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.33,0.0,0.49,0.0,0.49,0.33,0.82,6.05,10.62,0.49,1.47,6.7,0.82,0.49,1.14,6.37,4.9,1.47,1.14,0.0,0.0,0.0,0.0,0.0,13.56,5.39,6.05,0.0,0.0,0.98,1.14,0.0,mistralai_mistral-7b-instruct-v0.1_p20,mistralai_mistral-7b-instruct-v0.1,p20,O-C+E+A-N-,2.0,4.555555555555555,4.375,3.7777777777777777,1.375,16.51851851851852,11.232790525528277,0.0
